zspec u-g g-r r-i i-z u-slope g-slope uerr gerr rerr ierr zerr u-slopeerr g-slopeerr
2.7728 0.8388 0.2868 -0.0239 0.3645 -0.0167 -0.0015 0.0573 0.0048 0.0360 0.0186 0.0836 0.0350 0.0250 
0.6052 0.4734 0.1086 0.1402 0.1461 -0.0297 0.0144 0.0956 0.0459 0.0350 0.0291 0.0581 0.0350 0.0250 
2.4939 0.6813 0.0777 -0.0625 0.4666 -0.0056 0.0650 0.2207 0.0538 0.0508 0.0674 0.1245 0.0350 0.0250 
1.5539 0.3023 0.1966 0.2797 0.2826 0.0106 0.0243 0.0824 0.0338 0.0208 0.0601 0.0129 0.0350 0.0250 
2.8380 0.9125 0.2106 -0.0225 0.2097 -0.0237 -0.0046 0.2175 0.0472 0.0308 0.0862 0.2701 0.0350 0.0250 
0.9947 0.2450 0.3246 -0.0639 0.2638 0.0009 0.0045 0.1623 0.0596 0.0186 0.0229 0.0889 0.0350 0.0250 
1.3503 -0.0364 0.2952 -0.0034 0.1334 -0.0020 0.0604 0.0450 0.0463 0.0521 0.0471 0.0623 0.0350 0.0250 
1.5390 0.1873 0.2990 0.1710 0.1931 -0.0027 0.0389 0.1567 0.0165 0.0033 0.0403 0.0320 0.0350 0.0250 
1.8139 0.0292 -0.0215 0.2349 0.2086 0.0497 0.0216 0.0935 0.0183 0.0355 0.0260 0.0245 0.0350 0.0250 
2.1387 0.2079 0.1227 0.1463 0.2578 -0.0718 -0.0002 0.1543 0.0021 0.0456 0.0170 0.2435 0.0350 0.0250 
0.4975 0.2647 0.1023 0.3409 0.1738 0.0049 0.0595 0.0660 0.0501 0.0321 0.0450 0.0143 0.0350 0.0250 
0.5693 0.2487 0.0692 0.2446 0.2799 0.0022 0.0614 0.1199 0.0213 0.0310 0.0511 0.0618 0.0350 0.0250 
2.0135 0.1591 -0.0248 0.1443 0.2428 -0.0568 0.0271 0.0955 0.0305 0.0071 0.0173 0.0621 0.0350 0.0250 
1.3347 -0.2331 0.2576 -0.0545 0.2195 0.0017 0.0592 0.0629 0.0107 0.0337 0.0471 0.1431 0.0350 0.0250 
1.9286 0.1462 0.1350 0.2004 0.0621 -0.0329 0.0094 0.0863 0.0337 0.0442 0.0349 0.0701 0.0350 0.0250 
3.9594 2.4541 1.3373 0.1548 -0.0012 -0.0019 -0.0917 0.4619 0.0530 0.0180 0.0298 0.2349 0.0350 0.0250 
3.2226 0.8715 0.3924 0.0381 0.0188 -0.0303 -0.0353 0.2988 0.0524 0.0019 0.0317 0.1481 0.0350 0.0250 
1.7266 0.2840 0.1167 0.3554 0.1587 0.0652 0.0183 0.1623 0.0038 0.0646 0.0539 0.0757 0.0350 0.0250 
1.4957 0.1956 0.1975 0.2140 0.2726 -0.0093 0.0272 0.1977 0.0198 0.0716 0.0044 0.1590 0.0350 0.0250 
2.2161 0.2196 0.0489 -0.0072 0.1934 -0.0353 0.0225 0.1945 0.0192 0.0418 0.0707 0.0302 0.0350 0.0250 
1.0174 0.1883 0.3146 0.0738 0.2383 -0.0277 -0.0036 0.0212 0.0238 0.0087 0.0098 0.1003 0.0350 0.0250 
1.3917 0.1503 0.3389 0.1528 0.2196 -0.0267 0.0575 0.1040 0.0271 0.0432 0.0304 0.0224 0.0350 0.0250 
2.5946 0.6508 0.1244 0.0054 0.3996 -0.0241 0.0586 0.1276 0.0601 0.0606 0.0156 0.2722 0.0350 0.0250 
1.9946 0.1930 0.0650 0.2212 0.3192 -0.0475 0.0081 0.0867 0.0381 0.0506 0.0674 0.1105 0.0350 0.0250 
3.2127 1.5575 0.3973 0.1692 0.2307 -0.0524 -0.0538 0.6328 0.0404 0.0938 0.0425 0.1624 0.0350 0.0250 
0.6622 0.2838 0.1489 0.1372 0.2001 -0.0046 0.0089 0.0568 0.0472 0.0276 0.0516 0.0394 0.0350 0.0250 
2.1356 0.0986 0.0062 0.0517 0.4472 -0.0475 -0.0142 0.1069 0.0579 0.0498 0.0958 0.2297 0.0350 0.0250 
3.6019 1.9466 0.8952 0.1507 0.1840 -0.0176 -0.0091 0.6629 0.1104 0.0602 0.0528 0.1907 0.0350 0.0250 
2.3753 0.5248 -0.0453 0.0425 0.3984 0.0114 0.0129 0.1241 0.0371 0.0270 0.0924 0.0361 0.0350 0.0250 
0.6893 0.3759 0.2165 0.0719 0.3824 -0.0035 0.0148 0.0554 0.0383 0.0481 0.0180 0.0680 0.0350 0.0250 
1.0012 0.1698 0.2516 -0.1001 0.1247 -0.0150 -0.0069 0.0917 0.0232 0.0396 0.0366 0.1740 0.0350 0.0250 
2.7750 0.9092 0.2069 0.0478 0.0968 -0.0610 -0.0004 0.1270 0.0279 0.0614 0.0038 0.1639 0.0350 0.0250 
1.3707 0.2331 0.3034 0.0243 0.1433 -0.0089 0.0646 0.1253 0.0315 0.0043 0.0278 0.1510 0.0350 0.0250 
1.1022 0.3151 0.3195 0.0236 0.0605 0.0387 0.0283 0.0968 0.0152 0.0091 0.0218 0.0420 0.0350 0.0250 
0.8949 0.2772 0.1888 0.0153 0.2634 0.0297 -0.0044 0.0202 0.0191 0.0438 0.0158 0.1307 0.0350 0.0250 
0.7785 0.2219 0.0108 0.0578 0.3513 0.0415 -0.0032 0.1902 0.0311 0.0127 0.0393 0.0027 0.0350 0.0250 
0.8935 0.2031 0.1202 -0.0380 0.2038 0.0065 -0.0139 0.0899 0.0387 0.0192 0.0476 0.1012 0.0350 0.0250 
1.1918 0.1150 0.3916 -0.0092 0.2485 0.0203 0.0292 0.0281 0.0368 0.0370 0.0091 0.0959 0.0350 0.0250 
2.9447 1.1080 0.1783 -0.0802 0.3352 -0.0772 -0.0028 0.1020 0.0244 0.0250 0.0670 0.2333 0.0350 0.0250 
0.6495 0.2585 0.1147 0.1978 0.2161 -0.0089 0.0140 0.1080 0.0477 0.0535 0.0168 0.0940 0.0350 0.0250 
3.9566 2.3737 1.3935 0.0666 0.0985 -0.0164 -0.0765 0.5074 0.0703 0.0798 0.0716 0.2960 0.0350 0.0250 
3.9841 2.5376 1.2614 0.1642 0.0480 -0.0159 -0.0683 0.2806 0.1028 0.0406 0.0290 0.2622 0.0350 0.0250 
3.1278 1.5861 0.3309 0.0041 0.0419 -0.0631 -0.0234 0.2873 0.0573 0.0616 0.0713 0.2672 0.0350 0.0250 
1.8993 0.0729 0.0081 0.2569 0.1803 0.0127 0.0249 0.1914 0.0164 0.0467 0.0517 0.0624 0.0350 0.0250 
2.9566 0.9123 0.2108 -0.0820 0.3629 -0.0436 0.0062 0.1050 0.0710 0.0656 0.0226 0.2719 0.0350 0.0250 
3.2822 1.3484 0.4032 0.0614 0.0865 -0.0231 -0.0714 0.1267 0.0342 0.0166 0.0640 0.1540 0.0350 0.0250 
3.6630 1.9735 1.1576 0.1402 0.0503 -0.0173 -0.0357 0.3649 0.0432 0.0331 0.0757 0.1038 0.0350 0.0250 
2.7272 0.8194 0.1773 0.0766 0.0966 -0.0478 0.0073 0.1714 0.0458 0.0017 0.0570 0.1265 0.0350 0.0250 
2.8275 0.8609 0.0937 -0.1127 0.4632 -0.0314 0.0028 0.0903 0.0343 0.0434 0.1065 0.1039 0.0350 0.0250 
0.9889 0.2373 0.2522 0.0563 0.2162 -0.0457 0.0047 0.0375 0.0199 0.0398 0.0228 0.0769 0.0350 0.0250 
1.5894 0.2933 0.1516 0.3098 -0.0321 0.0347 0.0774 0.1467 0.0642 0.0565 0.0492 0.0399 0.0350 0.0250 
0.4864 0.2627 0.0876 0.2957 0.1998 0.0010 0.0581 0.0331 0.0005 0.0436 0.0278 0.0895 0.0350 0.0250 
1.8524 0.0983 0.2008 0.2717 0.2625 0.0229 0.0209 0.1204 0.0232 0.0181 0.0440 0.0401 0.0350 0.0250 
3.2363 1.8847 0.4026 0.1364 0.0935 -0.0191 -0.0400 0.5323 0.0617 0.0584 0.0947 0.1172 0.0350 0.0250 
1.6993 0.2624 0.1753 0.3124 0.1443 0.0358 -0.0033 0.1054 0.0315 0.0480 0.0413 0.0030 0.0350 0.0250 
3.6013 1.4851 0.9565 0.1383 0.2645 -0.0229 -0.0108 0.4959 0.0801 0.0394 0.0311 0.2113 0.0350 0.0250 
3.6948 2.0526 1.1993 0.1349 0.0266 -0.0192 -0.0433 0.2988 0.1115 0.0343 0.0615 0.1778 0.0350 0.0250 
1.3224 -0.0944 0.3381 -0.0057 0.1621 0.0175 0.0651 0.0364 0.0325 0.0211 0.0495 0.1349 0.0350 0.0250 
3.2850 2.2064 0.4288 0.0888 0.1663 -0.0199 -0.0549 0.3966 0.0430 0.0676 0.0940 0.1791 0.0350 0.0250 
0.7494 0.4275 0.1462 0.1101 0.3870 0.0063 -0.0134 0.0437 0.0163 0.0250 0.0545 0.0906 0.0350 0.0250 
2.9667 1.3923 0.2105 -0.0672 0.2371 -0.0568 -0.0115 0.0543 0.0659 0.0807 0.0626 0.0470 0.0350 0.0250 
2.0880 0.0316 0.1502 0.1137 0.4924 -0.0891 0.0027 0.0391 0.0502 0.0275 0.0253 0.0281 0.0350 0.0250 
1.0800 0.0028 0.3770 0.0067 0.2564 0.0303 0.0020 0.0945 0.0296 0.0061 0.0483 0.1201 0.0350 0.0250 
2.8271 0.9465 0.2422 -0.0277 0.0840 -0.0407 -0.0087 0.2868 0.0494 0.0264 0.0950 0.2236 0.0350 0.0250 
0.4153 0.4026 0.1300 0.2555 0.3002 -0.0024 0.0221 0.0145 0.0222 0.0116 0.0026 0.0325 0.0350 0.0250 
3.4774 1.9055 0.6946 0.1667 0.0696 -0.0189 0.0037 0.5076 0.0624 0.0368 0.0391 0.0724 0.0350 0.0250 
0.4916 0.1891 0.1058 0.2475 0.2576 0.0069 0.0351 0.0938 0.0491 0.0365 0.0248 0.1363 0.0350 0.0250 
2.2076 0.3777 0.1171 0.1255 0.3124 -0.0554 0.0236 0.2139 0.0448 0.0369 0.0467 0.1339 0.0350 0.0250 
2.2529 0.5492 0.0161 0.0095 0.4048 0.0177 0.0123 0.0710 0.0217 0.0601 0.0682 0.1392 0.0350 0.0250 
3.5360 2.1294 0.6840 0.2548 0.1678 -0.0274 0.0071 0.4759 0.1068 0.0601 0.0088 0.0248 0.0350 0.0250 
2.6357 0.4392 0.1290 -0.0188 0.2934 -0.0417 0.0321 0.1925 0.0368 0.0312 0.0577 0.1887 0.0350 0.0250 
2.3414 0.5140 0.0424 -0.0309 0.3915 0.0284 0.0104 0.1197 0.0366 0.0245 0.0752 0.1028 0.0350 0.0250 
3.7967 1.5917 1.2170 0.0457 0.2368 -0.0079 -0.0248 0.5452 0.1007 0.0572 0.0895 0.2052 0.0350 0.0250 
3.8960 1.3046 1.1953 0.1608 0.2310 -0.0003 -0.0220 0.4568 0.0942 0.0462 0.0490 0.1647 0.0350 0.0250 
2.7173 0.5378 0.0588 -0.0165 0.3955 -0.0464 0.0229 0.2314 0.0520 0.0143 0.0980 0.2733 0.0350 0.0250 
0.4276 0.3376 0.1327 0.1677 0.2512 -0.0018 0.0203 0.0763 0.0193 0.0133 0.0275 0.0275 0.0350 0.0250 
2.6933 0.4247 0.0853 -0.0275 0.3843 -0.0475 0.0416 0.2605 0.0597 0.0660 0.0327 0.0969 0.0350 0.0250 
0.6576 0.4811 0.2538 0.1323 0.2042 -0.0151 0.0119 0.0739 0.0117 0.0205 0.0080 0.0807 0.0350 0.0250 
2.5936 0.5146 0.1300 -0.0479 0.2514 -0.0221 0.0431 0.1320 0.0642 0.0163 0.0636 0.1511 0.0350 0.0250 
2.6047 0.8868 0.2241 -0.0164 0.3047 -0.0204 0.0402 0.1436 0.0377 0.0478 0.0228 0.1756 0.0350 0.0250 
2.8584 0.6454 0.2466 0.0948 0.4101 -0.0677 -0.0053 0.1537 0.0300 0.0696 0.0573 0.2184 0.0350 0.0250 
2.5538 0.5997 0.1271 -0.0483 0.5594 -0.0080 0.0456 0.1947 0.0450 0.0456 0.0936 0.1339 0.0350 0.0250 
